Company Name,Scrip Code
omnitex industries (india) ltd,514324
perfect-octave media projects,521062
brand realty services ltd.,531203
prabhu steel industries ltd.,506042
ufm industries ltd.,531610
modern malleables ltd.,517336
new light apparels limted,540243
mesco pharmaceuticals ltd.,500274
real touch finance limited,538611
mpil corporation ltd.,500450
mitshi india limited,523782
camson bio technologies ltd,538858
eastern gases limited,540790
nijjer agro foods ltd.,519168
soni medicare limited,539378
rishabh digha steel & allied p,531539
tv vision limited,540083
oasis securities ltd.,512489
sankhya infotech ltd.,532972
safal herbs limited,532034
supertex industries ltd.,526133
mask investments limited,206083
pressure sensitive systems (in,526773
scintilla commercial & credit,538857
neeraj paper marketing limited,539409
sinnar bidi udyog ltd.,509887
simplex projects ltd.,532877
morgan ventures ltd.,526237
international housing finance,530781
parenteral drugs (india) ltd.,524689
purple entertainment limited,540159
tarai foods ltd.,519285
riga sugar company ltd.,507508
starlit power systems limited,538733
otco international ltd.,523151
progressive finlease ltd,203619
shree metalloys ltd.,531962
perfect infraengineer ltd,201698
unitech international ltd.,531867
secunderabad healthcare ltd.,524540
samtex fashions ltd.,521206
ranjan polysters limited,201551
premier synthetics ltd.,509835
panth infinity limited,539143
universal office automation lt,523519
alpha graphic india ltd.,531720
gujarat narmada flyash co.ltd.,526598
sejal glass limited,532993
mewar hi-tech engineering limi,540150
trade wings ltd.,509953
vcu data management ltd,536672
aks credits limited,205641
sunshine capital ltd.,539574
unimers india ltd.,524264
uniroyal industries ltd.,521226
shreevatsaa finance & leasing,532007
jay mahesh infraventures ltd.,590132
rishi laser ltd.,526861
mittal life style limited,206076
south east agro industries ltd,531679
scindia steam navigation co.lt,501887
rushabh precision bearings ltd,531371
modern syntex (india) ltd.,500281
srs finance ltd,536799
cox & kings limited,533144
ultra wiring conn sys ltd,200766
salasar exterior cont ltd,206514
transchem ltd.,500422
setubandhan infrastructure lim,533605
nda securities ltd.,511535
ace stone craft limited,202509
optimus finance limited,531254
tcm ltd.,524156
pocl enterprises ltd,539195
viceroy hotels ltd.,523796
balaji agro oils limited,206581
real eco-energy limited,530053
york exports ltd.,530675
castex technologies limited,532282
innovative tyres & tubes,201588
bihariji ispat udyog ltd,200393
zodiac-jrd-mkj ltd.,512587
we win limited,201931
tatia global vennture ltd.,521228
satra properties (india) ltd.,508996
national steel & agro industri,513179
kdj holidayscapes and resorts,530701
cadsys (india) limited,206071
utique enterprises limited,500014
siddhika coatings limited,207819
shine fashions (india) limited,543244
sm auto stamping limited,543065
nirmitee robotics india limite,543194
bodhi tree multimedia ltd,207446
walpar nutritions limited,208105
samor reality limited,543376
d k enterprises global l,208318
bombay metrics s c ltd,208301
meyer apparel limited,531613
w.s.industries (india) ltd.,504220
ss organics ltd.,524636
spml india limited,206698
sel manufacturing company ltd.,532886
zenith fibres ltd.,514266
s&t corporation ltd.,514197
tirupati foam limited,540904
pharmaids pharmaceuticals ltd.,524572
octavius plantations limited,542938
narmada agrobase limited,202825
syschem (india) ltd.,531173
solid containers ltd.,502460
cni research ltd.,512018
intertec technologies ltd,202494
rci industries & technologies,537254
nhc foods ltd.,517554
tamilnadu telecommunications l,523419
unno industries ltd.,519273
white organic agro limited,513713
remi edelstahl tubulars limite,513043
viji finance ltd,537820
ph capital ltd.,500143
mukta agriculture limited,535204
metal coatings (india) ltd.,531810
simplex realty ltd.,503229
kumar autocast limited,200886
suraj industries ltd.,526211
radha madhav corporation ltd.,532692
spenta international ltd.,526161
sathavahana ispat ltd.,526093
visisth chay vyapar ltd,204301
s s infra devp consl ltd,203852
utl industries limited,500426
osiajee texfab limited,540198
shirpur gold refinery ltd.,512289
ocl iron and steel ltd.,533008
victoria mills ltd.,503349
shyamkamal investments ltd.,505515
silly monks entertain ltd,205181
venlon enterprises ltd.,524038
sanghvi brands limited,540782
octaware technologies limited,540416
williamson magor & company ltd,519224
sai industries ltd.,530905
orchasp limited,532271
yash management & satellite lt,511601
neo infracon ltd.,514332
kausambi vanijya ltd,538295
sunil agro foods ltd.,530953
chitrakut holdings ltd,203768
rr financial consultants ltd.,511626
my money securities ltd.,538862
prime property development cor,530695
trio mercantile & trading ltd.,534755
parmax pharma limited,540359
nirav commercials ltd.,512425
swadeshi polytex ltd.,503816
mfl india ltd.,526622
virtual global education ltd.,534741
orient beverages ltd.,507690
unick fix-a- form and printers,541503
veer energy & infrastructure l,503657
adtech systems limited,204643
laxmi goldorna house ltd,206778
latteys industries ltd,204608
shekhawati poly-yarn ltd.,533301
supra pacific management consu,540168
suryachakra power corporation,532874
tulasee bio-ethanol ltd.,524514
shetron ltd.,526137
mayukh dealtrade limited,539519
mic electronics ltd.,532850
cmm infraprojects limited,202109
sri havisha hospitality infras,531322
prima agro ltd.,519262
tirupati sarjan ltd.,531814
restile ceramics ltd.,515085
karuturi global ltd.,531687
vivanta industries limited,541735
pratibha industries ltd.,532718
sj corporation ltd.,504398
soma textiles & industries ltd,521034
vertex securities ltd.,531950
nouveau global ventures ltd.,531465
zenith steel pipes and  indust,531845
shree precoated steels ltd.,533110
sterling biotech ltd.,512299
s r g securities finance ltd,536710
sunedison infrastructure limit,531260
marvel vinyls ltd.,531394
rungta irrigation ltd.,530449
virat leasing limited,539167
jalan transolu. india ltd,200738
rapicut carbides ltd.,500360
tai industries ltd.,519483
super crop safe ltd.,530883
riddhi steel and tube limited,540082
united polyfab guj. ltd.,201305
visagar polytex ltd.,506146
milton industries limited,200558
tulip star hotels ltd.,531088
welcast steels ltd.,504988
parnax lab ltd.,506128
sangal papers ltd.,516096
kintech renewables limited,512329
nintec systems limited,539843
neil industries ltd.,539016
the phosphate company limited,542123
goldstar power limited,203100
svaraj trading & agencies ltd.,503624
solitaire machine tools ltd.,522152
ramgopal polytex ltd.,514223
dr. fresh assets limited,202019
dhanashree electronics limited,542679
nuway organic naturals india l,531819
prime urban development india,521149
reliable ventures india ltd.,532124
milestone furniture limited,541337
metalyst forgings limited,513335
rama paper mills ltd.,500357
subh tex (india) ltd,536671
sangam health care products lt,531625
tijaria polypipes ltd.,533629
sri nachammai cotton mills ltd,521234
natraj proteins ltd.,530119
autolite (india) ltd.,500029
picturehouse media ltd.,532355
shreeshay engineers limited,541112
yamini investments company ltd,511012
taylormade renewables limited,541228
tulsyan nec ltd.,513629
hg industries limited,513723
veejay lakshmi engineering wor,522267
wires & fabriks (sa) ltd.,507817
roselabs finance ltd.,531324
sunbright stock broking ltd.,530763
willard india ltd.,504227
uniinfotelecomserviltd,201673
olympia industries ltd.,521105
phaarmasia ltd.,523620
mudunuru limited,538743
uniply decor limited,526957
national plywood industries lt,516062
lexus granito (india) ltd,206238
omkar pharmachem ltd.,532167
duncans industries ltd.,590063
octal credit capital ltd.,538894
rodium realty limited,531822
akash agro industries ltd,204266
blue circle services ltd.,508939
quadrant televentures limited,511116
pratiksha chemicals ltd.,531257
ritesh international ltd.,519097
star delta transformers limite,539255
n.k.industries ltd.,519494
ace integrated solu. ltd.,205354
piccadily sugar & allied indus,507498
zenlabs ethica limited,530697
wall street finance ltd.,511147
tuni textile mills ltd.,531411
jet knitwears ltd.,200428
logic infotech limited,201669
anglo-french d & i ltd,201927
superior finlease limited,539835
starlog enterprises limited,520155
sainik finance & industries lt,530265
keerti know & skill ltd.,204471
syncom healthcare ltd,533157
narendra properties ltd.,531416
nalin lease finance ltd.,531212
srestha finvest limited,539217
taparia tools ltd.,505685
giriraj civil devp ltd,204207
ravalgaon sugar farm ltd.,507300
modern dairies ltd.,519287
asl industries limited,206195
prithvi exchange (india) limit,531688
sbi home finance ltd.,500379
orosil smiths india ltd.,531626
padmanabh alloys & polymers lt,531779
the delhi safe deposit co,204501
smifs capital markets ltd.,508905
pan electronics india ltd.,517397
mil industries limited,200420
avro india limited,201737
sam industries ltd.,532005
rmc switchgears limited,540358
pradhin limited,530095
simplex castings ltd.,513472
one global service provider li,514330
sulabh engineers & services lt,508969
suditi industries ltd.,521113
walchand peoplefirst ltd.,501370
mohindra fasteners ltd,203775
skp securities ltd.,531169
usg tech solutions ltd.,532402
prima industries ltd.,531246
pro fin capital services ltd.,511557
vivid global industries ltd.,524576
bhartia bachat limited,543208
ortin laboratories ltd,539287
polychem ltd.,506605
perfectpac ltd.,526435
smart finsec limited,539494
transgene biotek ltd.,526139
relicab cable manufacturing li,539760
mihika industries ltd.,538895
patspin india ltd.,514326
nam securities ltd,538395
transwarranty finance ltd.,532812
valson industries ltd.,530459
polymechplast machines ltd.,526043
poona dal & oil industries ltd,519359
ventura textiles ltd.,516098
adventz securities ent l,204855
monotype india ltd.,505343
nyssa corporation limited,504378
rithwik facility management se,540843
rasi electrodes ltd.,531233
survottam finvest ltd.,539124
n.g.industries ltd.,530897
polymac thermoformers ltd,537573
jagadishwar pharma w ltd,203295
pcs technology ltd.,517119
qgo finance limited,538646
winro commercial (india) ltd.,512022
sspdl ltd.,530821
palm jewels limited,541444
odyssey corporation ltd.,531996
superior industrial enterprise,519234
pearl polymers ltd.,523260
tarini international ltd,538496
lakshmi fin ind corp ltd,204994
sanjivani paranteral ltd.,531569
tiaan consumer limited,540108
silver oak (india) ltd.,531635
starlite global ent ind l,206815
muzali arts limited,539410
ikab securities & investment l,514238
nimbus projects ltd.,511714
vistar amar limited,538565
sumedha fiscal services ltd.,530419
united van der horst ltd.,522091
rcl retail ltd.,534708
swasti vinayaka art and herita,512257
creative merchants ltd,538504
felix industries ltd.,206059
s&s power switchgear ltd.,517273
stephanotis finance limited,512215
pasupati spg.& wvg.mills ltd.,503092
sharp investments ltd,538212
onelife capital advisors ltd.,533632
flare finance (india) ltd,205053
ganodaya finlease limited,207520
hotahoti wood prdcts l,205962
siddharth education services l,540736
sangrahalaya timber & cra,203197
vms industries ltd.,533427
shanti overseas india ltd,206158
suvidha infraestate corporatio,531640
marg ltd.,530543
premier capital services ltd.,511016
srs real infrastructure ltd.,533305
mohit industries ltd.,531453
prag bosimi synthetics ltd.,500192
poojawestern metaliks limited,540727
phoenix township ltd,537839
rishi techtex ltd.,523021
ontic finserve limited,540386
laffan software limited,201687
lakshmi overseas industries lt,519570
linkson international ltd.,508982
oriental trimex ltd.,532817
bagalkot udyog ltd.,502125
bhilai engineering corporation,522283
royale manor hotels & industri,526640
sri kpr industries ltd.,514442
ambani organics limited,201064
rex pipes and cables ltd,208145
shreeoswal s and che ltd,205229
sonam clock limited,203048
ushanti colour chem ltd,201277
marshall machines ltd,201607
parin furniture limited,205337
khfm hos fac mana ser ltd,202216
akg exim limited,202866
kritika wires limited,205162
swiss military consumer goods,523558
kshitij polyline limited,201885
kapashi commercials ltd.,512399
northern spirits limited,542628
silgo retail limited,205873
vinny overseas limited,203329
surani steel tubes ltd.,200566
mukand engineers ltd.,532097
nettlinx ltd.,511658
sharon bio-medicine ltd.,532908
roni households limited,542145
svc industries limited,524488
era buildsys limited,531615
tree house education & accesso,533540
nrb industrial bearings ltd.,535458
sbc exports limited,542725
zenith exports ltd.,512553
parshva enterprises limited,542694
vishal bearings limited,539398
kcl limited,206343
mehai technology  limited,540730
shree hari chemicals export lt,524336
bombay potteries & tiles ltd.,502216
v r films & studios limited,542654
natural biocon (india) limited,543207
trident texofab limited,540726
thacker & co.ltd.,509945
punctual trading ltd.,512461
ascom leasin & invest ltd,206558
titan securities ltd.,530045
ashika credit capital ltd.,590122
vaxtex cotfab limited,206582
unison metals ltd,538610
dc infotech and comun ltd,206578
secmark consultancy limited,543234
aaa technologies limited,207418
platinumone business services,543352
dynamic srvcs & sec ltd,208302
network people srv tech l,208146
quadpro ites limited,208232
shri venkatesh refineries limi,543373
du digital technolog ltd,208164
samrat pharmachem ltd.,530125
savera industries ltd.,512634
sikko industries limited,205751
universal starch-chem allied l,524408
rr metalmakers india limited,531667
wallfort financial services lt,532053
nagreeka exports ltd.,521109
ncl research & financial servi,530557
zenith capitals ltd.,508900
sahara housingfina corporation,511533
nivaka fashions limited,542206
precision electronics ltd.,517258
sagar diamonds limited,540715
nibe limited,535136
mohite industries limited,532140
mystic electronics limited,535205
binny mills ltd.,535620
morarjee textiles ltd.,532621
modipon ltd.,503776
rathi industries limited,206580
skyline millars ltd.,505650
vitan agro industries ltd,538548
kgn industries ltd.,531612
universal autofoundry limited,539314
steel strips infrastructures l,513173
the western india ply ltd,205116
naturite agro products limited,538926
national plastic industries lt,526616
saptarishi agro industries ltd,519238
shree tirupati balajee,203793
kkv agro powers ltd.,205638
phoenix international ltd.,526481
rdb realty & infrastructure lt,533285
twentyfirst century management,526921
vaksons automobiles limited,539402
panorama studios international,539469
shri keshav cements and infra,530977
west leisure resorts ltd,538382
satkar finlease ltd,536592
diamond infosystems ltd.,530801
times guaranty ltd.,511559
global education limited,203916
virat crane industries ltd.,519457
national oxygen ltd.,507813
ruttonsha international rectif,517035
tirupati starch & chemicals lt,524582
supreme engineering ltd,201267
sonal mercantile limited,538943
polylink polymers (india) ltd.,531454
somi conveyor beltings ltd.,533001
sarveshwar foods limited,200007
transcorp international ltd.,532410
stl global ltd.,532730
simran farms ltd.,519566
raminfo limited,530951
suryaamba spinning mills ltd.,533101
morarka finance ltd.,511549
sanathnagar enterprises limite,509423
reliable data service ltd,205271
sharda ispat ltd.,513548
porwal auto components ltd.,532933
tcfc finance ltd.,532284
terai tea co.ltd.,530533
winsome breweries ltd.,526471
pritish nandy communications l,532387
taaza international ltd,537392
shreeji translogistics limited,540738
thakkers developers ltd.,526654
vasundhara rasayans ltd,538634
debock sale marketing ltd,201461
pee cee cosma sope ltd.,524136
genesis finance co ltd,202302
prerna infrabuild ltd.,531802
vista pharmaceuticals ltd.,524711
ravileela granites ltd.,526095
sacheta metals ltd.,531869
wep solutions ltd.,532373
shalimar productions ltd.,512499
gccl infrastructure & projects,531375
nitiraj engineers ltd,203799
saboo sodium chloro ltd.,530461
stanrose mafatlal investments,506105
prime fresh limited,540404
aurangabad distillery ltd,201707
mohini health&hygiene ltd,205578
toyam industries limited,538607
super tannery limited,523842
virat industries ltd.,530521
mt educare ltd.,534312
patdiam jewellery limited,539401
omkar speciality chemicals ltd,533317
suchitra finance & trading com,538714
marble finvest limited,201545
sahara one media & entertainme,503691
gyscoal alloys ltd.,533275
nitin fire protection industri,532854
crown lifters ltd.,200540
sps finquest ltd,538402
prakash woollen & synthetic mi,531437
patel integrated logistics ltd,526381
narbada gems and jewellery ltd,519455
mishka exim limited,539220
raaj medisafe india ltd.,524502
remedium lifecare limited,539561
supreme infrastructure india l,532904
tara chand log. sol. ltd.,203028
power instrument (g) ltd,200764
hec infra projects ltd.,202985
univastu india limited,202099
pranavaditya spinning mills lt,531172
yash chemex limited,539939
joonktollee tea & industries l,538092
rathi bars ltd.,532918
marvel decor limited,203071
dr habeebullah life sciences l,539267
sanrhea technical textiles ltd,514280
vaswani industries ltd.,533576
oil country tubular ltd.,500313
focus lightg & fixtrs ltd,205726
texel industries ltd.,526638
nova iron & steel ltd.,513566
punjab communications ltd.,500346
rsd finance limited,539875
valecha engineering ltd.,532389
ani integrated serv ltd.,200742
tulive developers limited,505285
nel holdings south limited,533202
shah alloys ltd.,513436
national fittings limited,531289
vivid mercantile limited,542046
national general industries lt,531651
shalimar wires industries ltd.,532455
vippy spinpro ltd.,514302
sharika enterprises limited,540786
sunil healthcare ltd,537253
cil nova petrochemicals ltd.,533407
pincon spirit limited,538771
rasandik engineering industrie,522207
vama industries ltd.,512175
rajnish wellness limited,541601
rexnord electronics & controls,531888
swastika investmart ltd.,530585
prakash steelage ltd.,533239
nandani creation limited,203667
uttam galva steels ltd.,513216
sambhaav media ltd.,511630
shashijit infraprojects limite,540147
punj lloyd ltd.,532693
shree shaleen textiles limited,505513
shradha infraprojects ltd,202482
variman global enterprises lim,540570
praveg communications (india),531637
ravi kumar distilleries ltd.,533294
himachal fibres ltd.,514010
sal automotive limited,539353
smiths & founders (india) limi,513418
svarnim trade udyog limited,539911
s.e. power ltd.,534598
aipcl,506822
agro phos india limited,202972
pioneer investcorp ltd.,507864
next mediaworks ltd.,532416
sumit woods limited,202533
sandu pharmaceuticals ltd.,524703
sanginita chemicals ltd,205222
som datt finance corporation l,511571
megri soft limited,539012
vegetable products limited.,539132
zodiac energy limited,201598
sky industries ltd.,526479
mobile telecommunications ltd.,532127
tasty dairy specialities limit,540955
kwality limited,531882
servotech power sys ltd.,203551
radford global limited,530561
tgb banquets and hotels ltd.,532845
waa solar limited,541445
laxmi cotspin limited,202410
swasti vinayaka synthetics ltd,510245
mangalam timber products ltd.,516007
t & i global ltd.,522294
riba textiles ltd.,531952
zenith health care ltd.,530665
ovobel foods ltd.,530741
ajooni biotech limited,204756
supreme holdings & hospitality,530677
vardhman polytex ltd.,514175
w.h.brady & co.ltd.,501391
saven technologies ltd.,532404
shalibhadra finance ltd.,511754
nitin castings limited,508875
tamboli capital ltd.,533170
ok play india ltd.,526415
solex energy limited,203111
pyxis finvest limited,534109
upsurge investment & finance l,531390
sanwaria consumer limited,519260
national plastic technologies,531287
ujaas energy limited,533644
parsoli corporation ltd.,530071
presha metallurgical ltd.,513613
munoth capital market ltd.,511200
triveni enterprises ltd,538569
salora international ltd.,500370
godha cabcon insulat ltd,204028
nth est pbl and advt co l,202795
purbanchal prestressed l,203826
mercator ltd.,526235
lakhani india ltd.,531085
spml infra limited,500402
tyroon tea co.ltd.,526945
uniply industries ltd.,532646
n. e. electronics limited,200055
shiva global agro industries l,530433
raw edge industrial solutions,541634
mahickra chemical limited,200486
m k proteins limited,201632
swarnsarita gems limited,526365
shree krishna paper mills & in,500388
spacenet enters ind ltd,203377
vaishali pharma limited,201258
sagardeep alloys limited,204170
brand concepts limited,205208
tanvi foods (india) limited,540332
pressman advertising limited,509077
jet freight logistics ltd,205423
prolife industries ltd,202286
shri krishna devcon ltd.,531080
tarini enterprises ltd,204956
rts power corporation ltd.,531215
arvee laboratories i ltd,205428
shree ram proteins ltd.,202992
trejhara solutions limited,542233
shree vasu logistics ltd,202807
nila spaces ltd,542231
shervani industrial syndicate,526117
tinna rubber and infrastructur,530475
sarthak metals limited,540393
ritco logistics limited,542383
spectrum electric ind ltd,202003
sky gold limited,541967
shubham polyspin limited,542019
shankar lal rampal dye-chem li,542232
shilchar technologies ltd.,531201
rudra global infra products li,539226
jainam fer alloys (i) ltd,208299
wonder fibromats limited,206510
tejnaksh healthcare limited,539428
suchak trading ltd.,512075
shardul securities ltd.,512393
shahlon silk industries limite,542862
suratwwala business group limi,543218
hindprakash industry ltd,206592
earum pharmaceuticals limited,542724
dev info technology ltd,205474
indian card clothing co.ltd.,509692
modulex construction technolog,504273
suraj products ltd.,518075
osia hyper retail ltd,200979
sundaram brake linings ltd.,590072
sarthak industries ltd.,531930
sical logistics ltd.,520086
pavna industries limited,207736
weizmann ltd.,523011
patels airtemp (india) ltd.,517417
metroglobal limited,500159
apm finvest limited,542774
omax autos ltd.,520021
nagpur power & industries ltd.,532362
ravinder heights limited,543251
sigma solve limited,207437
atal realtech limited,207419
mangalam global ent ltd,206546
v marc india limited,207825
bew engineering limited,208204
mcnally sayaji eng ltd,200416
sundaram multi pap ltd.,533166
gujarat nre coke ltd.,512579
vjtf eduservices ltd.,509026
sir shadi lal enterprises ltd.,532879
tainwala chemicals & plastics,507785
rdb rasayans ltd.,533608
pashupati cotspin limited,202726
surana telecom and power limit,517530
suryalata spinning mills ltd.,514138
sab industries limited,539112
texmo pipes & products ltd.,533164
shish industries limited,540693
pooja entertainment and films,532011
pioneer embroideries ltd.,514300
s v global mill ltd.,535621
shree ram urban infrastructure,503205
r.s.software india ltd.,517447
mideast integrated steels limi,540744
aashrit capital limited,205709
standard industries ltd.,530017
penta gold limited,203180
sicagen india ltd.,533014
smartlink holdings limited,532419
sagarsoft (india) limited,540143
vertoz advertising ltd,202033
worth peripherals limited,202243
sharp india ltd.,523449
odyssey technologies ltd.,530175
palred technologies limited,532521
sharat industries ltd.,519397
vtm ltd.,532893
mishka finance and trading ltd,512191
sumeet industries ltd.,514211
nakoda group of industries lim,541418
veer global infraconstruction,543241
rohit ferro-tech ltd.,532731
abm international ltd,208186
spel semiconductor ltd.,517166
e2e networks limited,201143
vijay textiles ltd.,530151
navkar urbanstructure limited,531494
surana solar ltd.,533298
visa steel ltd.,532721
paul merchants ltd.,539113
rolta india ltd.,500366
raj oil mills ltd.,533093
parvati sweetners and power lt,541347
sakthi finance ltd.,511066
sambandam spinning mills ltd.,521240
standard surfactants ltd.,526231
premier polyfilm ltd.,514354
technvision ventures limited,501421
panchsheel organics ltd.,531726
the byke hospitality ltd.,531373
tirupati forge limited,201358
tirupati forge limited,208300
innoventive venture ltd.,512375
rpp infra projects ltd.,533284
sayaji industries limited,540728
the ramaraju sur c mil l,205406
msr india ltd.,508922
total transport sys ltd,203634
vikram thermo (india) ltd.,530477
negotium international trade l,537838
starcom information technology,531616
vedavaag systems ltd.,533056
uni abex alloy products ltd.,504605
pvp ventures ltd.,517556
bhagyanagar properties ltd,540621
abans enterprises ltd,512165
thinkink picturez limited,539310
niraj cement structurals ltd.,532986
sam leaseco ltd.,504345
mukta arts ltd.,532357
vivo bio tech ltd.,511509
welspun investments and commer,533252
trf ltd.,505854
sanco trans ltd.,523116
steel city securities ltd,204419
shree securities ltd.,538975
mro-tek realty limited,532376
rajlaxmi industries ltd.,512319
innovana thinklabs ltd.,204112
tti enterprise ltd,538597
jullundur mot agency ltd,200283
samrat forgings limited,543229
ruchi infrastructure ltd.,509020
nilachal refractories ltd.,502294
skil infrastructure limited,539861
the p k tea prod co ltd,204759
triton valves ltd.,505978
nile ltd.,530129
vip clothing limited,532613
palash securities limited,540648
shristi infrastructure develop,511411
remsons industries ltd.,530919
partap industries limited,202411
tera software ltd.,533982
touchwood entertain ltd.,201342
raja bahadur international ltd,503127
salona cotspin ltd.,590056
pbm polytex ltd.,514087
prajay engineers syndicate ltd,531746
goldcrest corporation limited,505576
vineet laboratories limited,543298
dunlop india ltd.,509130
ice make refrigerat ltd,201038
star housing finance limited,539017
signet industries limited,512131
rajoo engineers ltd.,522257
modi naturals limited,519003
kapston facilities mgmt l,205322
lagnam spintex limited,202362
north eastern carrying corpora,534615
rajshree sugars & chemicals lt,500354
saumya consultants ltd.,539218
snl bearings ltd.,505827
uravi t and wedg lamp ltd,204794
shreekrishna biotech ltd.,505592
prima plastics ltd.,530589
seya industries ltd.,524324
radix industries (india) limit,531412
rishiroop limited,526492
pritika auto industries limite,539359
mukesh babu financial services,530341
veeram securities limited,540252
orient press ltd.,526325
shrenik limited,207416
tirupati fincorp limited,539008
hindcon chemicals limited,201875
shiva mills limited,540961
the grob tea company ltd,204347
kushal limited,536170
simmonds marshall ltd.,507998
s.a.l.steel ltd.,532604
super spinning mills ltd.,521180
tci developers ltd.,533393
geekay wires limited,203659
source natural foods & herbal,531398
avg logistics limited,202280
polo queen industrial and fint,540717
murudeshwar ceramics ltd.,515037
vadilal enterprises ltd.,519152
vanta bioscience limited,540729
pansari developers ltd,201657
varun shipping co.ltd.,500465
jaysynth dyestuff (india) ltd.,506910
vikas wsp ltd.,519307
samkrg pistons & rings ltd.,520075
oceanic foods limited,540405
warren tea ltd.,508494
suryalakshmi cotton mills ltd.,521200
suraj ltd.,531638
talbros engineering limited,538987
shiv aum steels limited,206521
aaron industries limited,203282
sunayana invt co ltd,203063
waaree technologies limited,539337
u.p.hotels ltd.,509960
softtech engineer limited,204760
art nirman limited,205945
mysore petro chemicals ltd.,506734
simbhaoli sugars ltd,539742
reliance chemotex industries l,503162
aarvi encon limited,202402
naga dhunseri group ltd,204326
valiant communications ltd.,526775
vibrant global capital limited,538732
vikas proppant & granite ltd.,531518
pradeep metals ltd.,513532
dhyana finstock ltd,538450
shriram asset management co.lt,531359
noida toll bridge company ltd.,532481
pmc fincorp limited,534060
freshtrop fruits ltd.,530077
airo lam limited,203532
vikas ecotech limited,530961
opto circuits (india) ltd.,532391
madhav copper limited,200072
zeal aqua limited,539963
ratnabhumi developers limited,540796
mitcon con & eng serv ltd,204669
vipul organics limited,530627
winsome textile industries ltd,514470
one point one sol ltd,205311
visesh infotecnics ltd.,532411
motor & general finance ltd.,501343
banka bioloo limited,203099
umang dairies ltd.,500231
narmada gelatines ltd.,526739
shree rama multi-tech ltd.,532310
poddar housing and development,523628
tayo rolls ltd.,504961
panache digilife limited,206119
hkg limited,539097
tiger logistics (india) ltd,536264
libas consu products ltd,205469
polyspin exports ltd.,539354
tci industries ltd.,532262
mysore paper mills ltd.,502405
tarmat ltd.,532869
shree worstex limited,541358
rollatainers ltd.,502448
tokyo plast international ltd.,500418
natural capsules ltd.,524654
zodiac ventures limited,503641
mercury laboratories limited,538964
sbec sugar ltd.,532102
rril limited,531307
ps it infrastructure & service,505502
scooters india ltd.,505141
shilp gravures ltd.,513709
scanpoint geomatics ltd.,526544
jump networks limited,531337
priti international ltd,204000
spl industries ltd.,532651
ushdev international ltd.,511736
vivanza biosciences limited,530057
jmt auto ltd.,513691
aspinwall & co ltd,204739
starteck finance limited,512381
crb share custodian services l,530423
premco global ltd.,530331
softsol india ltd.,532344
sar  auto products limited,538992
rajnandini metal limited,206164
ahlada engineers limited,202065
s. m. gold limited,542034
synergy green industries limit,541929
supershakti metaliks limited,541701
ultracab (india) limited,538706
r&b denims ltd,538119
panasonic carbon india co.ltd.,508941
suvidhaa infoserve limited,543281
b&b triplewall cont ltd,201293
iris clothings limited,200962
marine electrical (i) ltd,207697
vishvjyoti trading ltd.,512067
tilak ventures limited,503663
prime securities ltd.,500337
bombay super hybrid seeds,202994
ptl enterprises ltd.,509220
soril infra resources limited,532679
universus photo imagings limit,542933
midland polymers ltd.,531597
nahar capital & financial serv,532952
par drugs and chem ltd,201686
prakash pipes limited,542684
shree ganesh biotech (india) l,539470
windsor machines ltd.,522029
waterbase ltd.,523660
refex industries ltd.,532884
simplex infrastructures ltd.,523838
pondy oxides & chemicals ltd.,532626
white organic retail limited,542667
menon bearings ltd.,523828
ugar sugar works ltd.,530363
paramount communications ltd.,530555
pg foils ltd.,526747
ndr auto components limited,543214
race eco chain limited,537785
aakash exploration ser l,205697
trescon limited,532159
south india paper mills ltd.,516108
super sales india ltd.,512527
ppap,532934
sreeleathers ltd.,535601
scan steels limited,511672
jaypee infratech ltd,533207
birla tyres limited,542932
ksolves india limited,206813
prevest denpro limited,543363
wanbury ltd.,524212
mindteck (india) ltd.,517344
z.f.steering gear (india) ltd.,505163
the hi-tech gears ltd,522073
sintercom india limited,200306
peninsula land ltd.,503031
ucal fuel systems ltd.,500464
oswal agro mills ltd.,500317
titan biotech ltd.,524717
u. y. fincorp limited,530579
macpower cnc machines ltd,203119
vikas lifecare limited,542655
prabhat technologies (india) l,540027
smruthi organics limited,540686
shree ajit pulp and paper ltd.,538795
talbros automotive components,505160
sakuma exports ltd.,532713
prozonintu,534675
sunshield chemicals ltd.,530845
shri dinesh mills ltd.,503804
zodiac clothing co.ltd.,521163
ram ratna wires ltd.,522281
zuari global ltd.,500780
reliance home finance limited,540709
partani appliances limited,538686
dee kartavya finance ltd.,531826
modern insulators ltd.,515008
rane engine valve ltd.,532988
onward technologies ltd.,517536
rama steel tubes limited,539309
shreyans industries ltd.,516016
orbit exports ltd.,512626
veljan denison limited,505232
tvs electronics ltd.,532513
om infra limited,531092
garg acrylics limited,201312
speciality restaurants ltd.,534425
riddhi siddhi gluco biols ltd.,524480
maheshwari logistics ltd.,205355
nitta gelatin india ltd.,506532
shree rama newsprint ltd.,500356
precot limited,205936
royal orchid hotels ltd.,532699
prismx global ventures limited,501314
nahar industrial enterprises l,519136
moneyboxx finance limited,538446
waaree renewable technologies,534618
ruby mills ltd.,503169
mitsu chem plast limited,540078
sayaji hotels ltd.,523710
sms lifesciences india ltd,540679
riddhi corporate services limi,540590
emkay tap & cut. tool ltd,203139
polson ltd.,507645
systematix corporate services,526506
